Scanning dir /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository
Starting filesystem walk for root: /
Failed to open pom.xml at home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/net/bytebuddy/byte-buddy-parent/1.17.8/byte-buddy-gradle-plugin/pom.xml: open home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/net/bytebuddy/byte-buddy-parent/1.17.8/byte-buddy-gradle-plugin/pom.xml: no such file or directory
Failed to open pom.xml at home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/codehaus/plexus/plexus-compilers/2.15.0/plexus-compiler-aspectj/pom.xml: open home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/codehaus/plexus/plexus-compilers/2.15.0/plexus-compiler-aspectj/pom.xml: no such file or directory
Failed to open pom.xml at home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/codehaus/plexus/plexus-compilers/2.15.0/plexus-compiler-csharp/pom.xml: open home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/codehaus/plexus/plexus-compilers/2.15.0/plexus-compiler-csharp/pom.xml: no such file or directory
Failed to open pom.xml at home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/codehaus/plexus/plexus-compilers/2.15.0/plexus-compiler-eclipse/pom.xml: open home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/codehaus/plexus/plexus-compilers/2.15.0/plexus-compiler-eclipse/pom.xml: no such file or directory
Failed to open pom.xml at home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/codehaus/plexus/plexus-compilers/2.15.0/plexus-compiler-javac/pom.xml: open home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/codehaus/plexus/plexus-compilers/2.15.0/plexus-compiler-javac/pom.xml: no such file or directory
Failed to open pom.xml at home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/codehaus/plexus/plexus-compilers/2.15.0/plexus-compiler-javac-errorprone/pom.xml: open home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/codehaus/plexus/plexus-compilers/2.15.0/plexus-compiler-javac-errorprone/pom.xml: no such file or directory
Failed to open pom.xml at home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/objenesis/objenesis-parent/3.3/test/pom.xml: open home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/objenesis/objenesis-parent/3.3/test/pom.xml: no such file or directory
Failed to open pom.xml at home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/objenesis/objenesis-parent/3.3/main/pom.xml: open home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/objenesis/objenesis-parent/3.3/main/pom.xml: no such file or directory
Failed to open pom.xml at home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/objenesis/objenesis-parent/3.3/exotic/pom.xml: open home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/objenesis/objenesis-parent/3.3/exotic/pom.xml: no such file or directory
Failed to open pom.xml at home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/objenesis/objenesis-parent/3.3/tck/pom.xml: open home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/objenesis/objenesis-parent/3.3/tck/pom.xml: no such file or directory
Failed to open pom.xml at home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/slf4j/slf4j-parent/1.7.36/slf4j-api/pom.xml: open home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/slf4j/slf4j-parent/1.7.36/slf4j-api/pom.xml: no such file or directory
Failed to open pom.xml at home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/slf4j/slf4j-parent/1.7.36/slf4j-simple/pom.xml: open home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/slf4j/slf4j-parent/1.7.36/slf4j-simple/pom.xml: no such file or directory
Failed to open pom.xml at home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/slf4j/slf4j-parent/1.7.36/slf4j-nop/pom.xml: open home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/slf4j/slf4j-parent/1.7.36/slf4j-nop/pom.xml: no such file or directory
Failed to open pom.xml at home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/slf4j/slf4j-parent/1.7.36/slf4j-jdk14/pom.xml: open home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/slf4j/slf4j-parent/1.7.36/slf4j-jdk14/pom.xml: no such file or directory
Failed to open pom.xml at home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/slf4j/slf4j-parent/1.7.36/slf4j-log4j12/pom.xml: open home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/slf4j/slf4j-parent/1.7.36/slf4j-log4j12/pom.xml: no such file or directory
Failed to open pom.xml at home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/slf4j/slf4j-parent/1.7.36/slf4j-reload4j/pom.xml: open home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/slf4j/slf4j-parent/1.7.36/slf4j-reload4j/pom.xml: no such file or directory
Failed to open pom.xml at home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/slf4j/slf4j-parent/1.7.36/slf4j-jcl/pom.xml: open home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/slf4j/slf4j-parent/1.7.36/slf4j-jcl/pom.xml: no such file or directory
Failed to open pom.xml at home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/slf4j/slf4j-parent/1.7.36/slf4j-android/pom.xml: open home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/slf4j/slf4j-parent/1.7.36/slf4j-android/pom.xml: no such file or directory
Failed to open pom.xml at home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/slf4j/slf4j-parent/1.7.36/slf4j-ext/pom.xml: open home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/slf4j/slf4j-parent/1.7.36/slf4j-ext/pom.xml: no such file or directory
Failed to open pom.xml at home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/slf4j/slf4j-parent/1.7.36/jcl-over-slf4j/pom.xml: open home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/slf4j/slf4j-parent/1.7.36/jcl-over-slf4j/pom.xml: no such file or directory
Failed to open pom.xml at home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/slf4j/slf4j-parent/1.7.36/log4j-over-slf4j/pom.xml: open home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/slf4j/slf4j-parent/1.7.36/log4j-over-slf4j/pom.xml: no such file or directory
Failed to open pom.xml at home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/slf4j/slf4j-parent/1.7.36/jul-to-slf4j/pom.xml: open home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/slf4j/slf4j-parent/1.7.36/jul-to-slf4j/pom.xml: no such file or directory
Failed to open pom.xml at home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/slf4j/slf4j-parent/1.7.36/osgi-over-slf4j/pom.xml: open home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/slf4j/slf4j-parent/1.7.36/osgi-over-slf4j/pom.xml: no such file or directory
Failed to open pom.xml at home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/slf4j/slf4j-parent/1.7.36/integration/pom.xml: open home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/slf4j/slf4j-parent/1.7.36/integration/pom.xml: no such file or directory
Failed to open pom.xml at home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/slf4j/slf4j-parent/1.7.36/slf4j-site/pom.xml: open home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/slf4j/slf4j-parent/1.7.36/slf4j-site/pom.xml: no such file or directory
Failed to open pom.xml at home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/slf4j/slf4j-parent/1.7.36/slf4j-migrator/pom.xml: open home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/slf4j/slf4j-parent/1.7.36/slf4j-migrator/pom.xml: no such file or directory
Warning: enricher transitivedependency/pomxml may be risky when run on untrusted artifacts. Please ensure you trust the source code and artifacts.
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/ch/qos/logback/logback-classic/1.5.32/logback-classic-1.5.32.pom: failed resolving {Maven:ch.qos.logback:logback-classic[Concrete:1.5.32] {}}: failed to fetch Maven project org.slf4j:log4j-over-slf4j@2.0.17:
API query failed: Maven registry http://127.0.0.1:32815/org/slf4j/log4j-over-slf4j/2.0.17/log4j-over-slf4j-2.0.17.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/ch/qos/logback/logback-parent/1.5.32/logback-parent-1.5.32.pom: failed resolving {Maven:ch.qos.logback:logback-parent[Concrete:1.5.32] {}}: failed to fetch Maven project org.junit.jupiter:junit-jupiter-api@5.9.1:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/com/github/luben/zstd-jni/1.5.5-11/zstd-jni-1.5.5-11.pom: failed resolving {Maven:com.github.luben:zstd-jni[Concrete:1.5.5-11] {}}: failed to fetch Maven project org.scalatest:scalatest_2.13@3.2.17:
API query failed: Maven registry http://127.0.0.1:32815/org/scalatest/scalatest_2.13/3.2.17/scalatest_2.13-3.2.17.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/com/thoughtworks/qdox/qdox/2.2.0/qdox-2.2.0.pom: failed resolving {Maven:com.thoughtworks.qdox:qdox[Concrete:2.2.0] {}}: failed to fetch Maven project org.junit.jupiter:junit-jupiter@5.11.3:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/jupiter/junit-jupiter/5.11.3/junit-jupiter-5.11.3.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/commons-codec/commons-codec/1.17.1/commons-codec-1.17.1.pom: failed resolving {Maven:commons-codec:commons-codec[Concrete:1.17.1] {}}: failed to fetch Maven project org.junit.jupiter:junit-jupiter-engine@5.11.0-M2:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/jupiter/junit-jupiter-engine/5.11.0-M2/junit-jupiter-engine-5.11.0-M2.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/commons-codec/commons-codec/1.19.0/commons-codec-1.19.0.pom: failed resolving {Maven:commons-codec:commons-codec[Concrete:1.19.0] {}}: failed to fetch Maven project org.junit.jupiter:junit-jupiter-engine@5.13.1:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/jupiter/junit-jupiter-engine/5.13.1/junit-jupiter-engine-5.13.1.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/commons-io/commons-io/2.11.0/commons-io-2.11.0.pom: failed resolving {Maven:commons-io:commons-io[Concrete:2.11.0] {}}: failed to fetch Maven project org.junit.jupiter:junit-jupiter@5.7.2:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/jupiter/junit-jupiter/5.7.2/junit-jupiter-5.7.2.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/commons-io/commons-io/2.16.1/commons-io-2.16.1.pom: failed resolving {Maven:commons-io:commons-io[Concrete:2.16.1] {}}: failed to fetch Maven project org.junit-pioneer:junit-pioneer@1.9.1:
API query failed: Maven registry http://127.0.0.1:32815/org/junit-pioneer/junit-pioneer/1.9.1/junit-pioneer-1.9.1.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/commons-io/commons-io/2.20.0/commons-io-2.20.0.pom: failed resolving {Maven:commons-io:commons-io[Concrete:2.20.0] {}}: failed to fetch Maven project org.junit.jupiter:junit-jupiter@5.13.1:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/jupiter/junit-jupiter/5.13.1/junit-jupiter-5.13.1.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/commons-logging/commons-logging/1.3.5/commons-logging-1.3.5.pom: failed resolving {Maven:commons-logging:commons-logging[Concrete:1.3.5] {}}: failed to fetch Maven project org.junit.vintage:junit-vintage-engine@5.11.4:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/vintage/junit-vintage-engine/5.11.4/junit-vintage-engine-5.11.4.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/commons-logging/commons-logging/1.3.6/commons-logging-1.3.6.pom: failed resolving {Maven:commons-logging:commons-logging[Concrete:1.3.6] {}}: failed to fetch Maven project org.junit.vintage:junit-vintage-engine@5.14.2:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/vintage/junit-vintage-engine/5.14.2/junit-vintage-engine-5.14.2.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/io/micrometer/micrometer-commons/1.16.5/micrometer-commons-1.16.5.pom: failed resolving {Maven:io.micrometer:micrometer-commons[Concrete:1.16.5] {}}: failed to fetch Maven project ch.qos.logback:logback-classic@1.2.13:
API query failed: Maven registry http://127.0.0.1:32815/ch/qos/logback/logback-classic/1.2.13/logback-classic-1.2.13.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/io/micrometer/micrometer-core/1.16.6/micrometer-core-1.16.6.pom: failed resolving {Maven:io.micrometer:micrometer-core[Concrete:1.16.6] {}}: failed to fetch Maven project org.aspectj:aspectjrt@1.9.24:
API query failed: Maven registry http://127.0.0.1:32815/org/aspectj/aspectjrt/1.9.24/aspectjrt-1.9.24.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/io/micrometer/micrometer-jakarta9/1.16.5/micrometer-jakarta9-1.16.5.pom: failed resolving {Maven:io.micrometer:micrometer-jakarta9[Concrete:1.16.5] {}}: failed to fetch Maven project jakarta.jms:jakarta.jms-api@3.0.0:
API query failed: Maven registry http://127.0.0.1:32815/jakarta/jms/jakarta.jms-api/3.0.0/jakarta.jms-api-3.0.0.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/io/micrometer/micrometer-observation/1.16.5/micrometer-observation-1.16.5.pom: failed resolving {Maven:io.micrometer:micrometer-observation[Concrete:1.16.5] {}}: failed to fetch Maven project io.micrometer:context-propagation@1.2.1:
API query failed: Maven registry http://127.0.0.1:32815/io/micrometer/context-propagation/1.2.1/context-propagation-1.2.1.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/jakarta/validation/jakarta.validation-api/3.1.1/jakarta.validation-api-3.1.1.pom: failed resolving {Maven:jakarta.validation:jakarta.validation-api[Concrete:3.1.1] {}}: failed to fetch Maven project org.testng:testng@7.9.0:
API query failed: Maven registry http://127.0.0.1:32815/org/testng/testng/7.9.0/testng-7.9.0.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/jakarta/xml/bind/jakarta.xml.bind-api/4.0.4/jakarta.xml.bind-api-4.0.4.pom: failed resolving {Maven:jakarta.xml.bind:jakarta.xml.bind-api[Concrete:4.0.4] {}}: failed to fetch Maven project junit:junit@4.13.2:
API query failed: Maven registry http://127.0.0.1:32815/junit/junit/4.13.2/junit-4.13.2.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/net/bytebuddy/byte-buddy-agent/1.17.8/byte-buddy-agent-1.17.8.pom: failed resolving {Maven:net.bytebuddy:byte-buddy-agent[Concrete:1.17.8] {}}: failed to fetch Maven project net.java.dev.jna:jna@5.12.1:
API query failed: Maven registry http://127.0.0.1:32815/net/java/dev/jna/jna/5.12.1/jna-5.12.1.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/net/bytebuddy/byte-buddy-parent/1.17.8/byte-buddy-parent-1.17.8.pom: failed resolving {Maven:net.bytebuddy:byte-buddy-parent[Concrete:1.17.8] {}}: failed to fetch Maven project com.google.code.findbugs:findbugs-annotations@3.0.1:
API query failed: Maven registry http://127.0.0.1:32815/com/google/code/findbugs/findbugs-annotations/3.0.1/findbugs-annotations-3.0.1.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/net/bytebuddy/byte-buddy/1.17.8/byte-buddy-1.17.8.pom: failed resolving {Maven:net.bytebuddy:byte-buddy[Concrete:1.17.8] {}}: failed to fetch Maven project net.java.dev.jna:jna@5.12.1:
API query failed: Maven registry http://127.0.0.1:32815/net/java/dev/jna/jna/5.12.1/jna-5.12.1.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/net/minidev/accessors-smart/2.6.0/accessors-smart-2.6.0.pom: failed resolving {Maven:net.minidev:accessors-smart[Concrete:2.6.0] {}}: failed to fetch Maven project org.junit.jupiter:junit-jupiter-api@5.13.4:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/jupiter/junit-jupiter-api/5.13.4/junit-jupiter-api-5.13.4.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/net/minidev/json-smart/2.6.0/json-smart-2.6.0.pom: failed resolving {Maven:net.minidev:json-smart[Concrete:2.6.0] {}}: failed to fetch Maven project org.junit.jupiter:junit-jupiter-api@5.13.4:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/jupiter/junit-jupiter-api/5.13.4/junit-jupiter-api-5.13.4.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache-extras/beanshell/bsh/2.0b6/bsh-2.0b6.pom: failed resolving {Maven:org.apache-extras.beanshell:bsh[Concrete:2.0b6] {}}: failed to fetch Maven project junit:junit@4.12:
API query failed: Maven registry http://127.0.0.1:32815/junit/junit/4.12/junit-4.12.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/commons/commons-compress/1.26.1/commons-compress-1.26.1.pom: failed resolving {Maven:org.apache.commons:commons-compress[Concrete:1.26.1] {}}: failed to fetch Maven project org.junit.vintage:junit-vintage-engine@5.10.1:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/vintage/junit-vintage-engine/5.10.1/junit-vintage-engine-5.10.1.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/commons/commons-compress/1.26.2/commons-compress-1.26.2.pom: failed resolving {Maven:org.apache.commons:commons-compress[Concrete:1.26.2] {}}: failed to fetch Maven project org.junit.vintage:junit-vintage-engine@5.10.2:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/vintage/junit-vintage-engine/5.10.2/junit-vintage-engine-5.10.2.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/commons/commons-compress/1.27.1/commons-compress-1.27.1.pom: failed resolving {Maven:org.apache.commons:commons-compress[Concrete:1.27.1] {}}: failed to fetch Maven project org.junit.jupiter:junit-jupiter-params@5.11.0-M2:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/jupiter/junit-jupiter-params/5.11.0-M2/junit-jupiter-params-5.11.0-M2.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/commons/commons-lang3/3.12.0/commons-lang3-3.12.0.pom: failed resolving {Maven:org.apache.commons:commons-lang3[Concrete:3.12.0] {}}: failed to fetch Maven project org.junit.jupiter:junit-jupiter@5.7.1:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/jupiter/junit-jupiter/5.7.1/junit-jupiter-5.7.1.pom query status: 404
